* Barcode = SLB96
* Block Type = OpenArray Block
* Chemistry = TAQMAN
* Comment = NA
* Date Created = 05-19-2015 15:23:02 CEST
* Experiment File Name = \\rbamsfp281\Dept_PRB\_Org\Virology iPS\Lucy\Experiments\TaqMan Open Array\2015-05-18 OA David's genes - 2\SLB96_2015_05_18_Davids genes.eds
* Experiment Name = SLB96
* Experiment Run End Time = 05-18-2015 17:56:18 CEST
* Experiment Type = Gene Expression
* Instrument Name = 285880792
* Instrument Serial Number = 285880792
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 3
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	Ct	Ct Mean	Ct SD	Amp Score	Cq Conf	CRTAMPLITUDE	HIGHSD	CRTNOISE	ROX Signal
2358	D1g6	false	Sample12	Hs01026927_g1	UNKNOWN	FAM	NFQ-MGB	27.193	27.250	0.081	1.573	0.982	N	N	N	5,309.118
2359	D1g7	false	Sample12					Undetermined					N	N	N	
2360	D1g8	false	Sample12					Undetermined					N	N	N	
2361	D1h1	false	Sample12					Undetermined					N	N	N	
2362	D1h2	false	Sample12					Undetermined					N	N	N	
2363	D1h3	false	Sample12	Hs00171432_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,390.824
2364	D1h4	false	Sample12	Hs00361432_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,843.794
2365	D1h5	false	Sample12	Hs00201853_m1	UNKNOWN	FAM	NFQ-MGB	30.070	29.523	0.774	1.592	0.973	N	Y	N	5,614.824
2366	D1h6	false	Sample12	Hs00169366_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.558	0.000	Y	N	Y	5,400.000
2367	D1h7	false	Sample12					Undetermined					N	N	N	
2368	D1h8	false	Sample12					Undetermined					N	N	N	
2369	D2a1	false	Sample12	Hs02383872_s1	UNKNOWN	FAM	NFQ-MGB	19.526	19.528	0.002	1.520	0.973	N	N	N	4,561.265
2370	D2a2	false	Sample12	Hs00426275_m1	UNKNOWN	FAM	NFQ-MGB	21.776	21.743	0.046	1.470	0.974	N	N	N	4,661.676
2371	D2a3	false	Sample12	Hs04187470_m1	UNKNOWN	FAM	NFQ-MGB	22.622	22.643	0.029	1.514	0.977	N	N	N	4,774.324
2372	D2a4	false	Sample12	Hs01013996_m1	UNKNOWN	FAM	NFQ-MGB	25.074	25.175	0.142	1.516	0.960	N	N	N	4,494.794
2373	D2a5	false	Sample12	Hs00426608_m1	UNKNOWN	FAM	NFQ-MGB	24.772	24.905	0.188	1.451	0.971	N	N	N	4,680.441
2374	D2a6	false	Sample12	Hs01551887_m1	UNKNOWN	FAM	NFQ-MGB	16.964	17.130	0.234	1.497	0.936	N	N	N	4,476.471
2375	D2a7	false	Sample12	Hs00230385_m1	UNKNOWN	FAM	NFQ-MGB	22.752	22.699	0.075	1.452	0.957	N	N	N	5,329.353
2376	D2a8	false	Sample12	Hs00230189_m1	UNKNOWN	FAM	NFQ-MGB	23.115	23.011	0.147	1.532	0.970	N	N	N	5,491.235
2377	D2b1	false	Sample12	Hs00380895_m1	UNKNOWN	FAM	NFQ-MGB	22.503	22.580	0.108	1.530	0.967	N	N	N	4,635.706
2378	D2b2	false	Sample12	Hs01114267_m1	UNKNOWN	FAM	NFQ-MGB	25.787	25.897	0.156	1.538	0.973	N	N	N	4,622.059
2379	D2b3	false	Sample12	Hs00157347_m1	UNKNOWN	FAM	NFQ-MGB	23.815	23.775	0.057	1.529	0.976	N	N	N	4,780.824
2380	D2b4	false	Sample12	Hs01586213_m1	UNKNOWN	FAM	NFQ-MGB	19.404	19.467	0.090	1.621	0.983	N	N	N	4,685.618
2381	D2b5	false	Sample12	Hs00241027_m1	UNKNOWN	FAM	NFQ-MGB	18.708	18.692	0.022	1.575	0.949	N	N	N	4,773.882
2382	D2b6	false	Sample12	Hs01100039_m1	UNKNOWN	FAM	NFQ-MGB	24.316	24.333	0.025	1.495	0.960	N	N	N	4,526.765
2383	D2b7	false	Sample12	Hs00930058_m1	UNKNOWN	FAM	NFQ-MGB	24.542	24.353	0.267	1.542	0.970	N	N	N	4,930.824
2384	D2b8	false	Sample12	Hs00978358_g1	UNKNOWN	FAM	NFQ-MGB	19.172	19.149	0.033	1.476	0.979	N	N	N	4,805.529
2385	D2c1	false	Sample12	Hs02569702_s1	UNKNOWN	FAM	NFQ-MGB	22.426	22.679	0.357	1.205	0.770	N	N	N	4,654.029
2386	D2c2	false	Sample12	Hs01119078_mH	UNKNOWN	FAM	NFQ-MGB	28.614	28.768	0.218	1.571	0.977	N	N	N	4,925.324
2387	D2c3	false	Sample12	Hs00604506_m1	UNKNOWN	FAM	NFQ-MGB	21.120	21.143	0.033	1.526	0.968	N	N	N	4,933.353
2388	D2c4	false	Sample12	Hs00161204_m1	UNKNOWN	FAM	NFQ-MGB	30.068	30.068		1.532	0.970	N	N	N	4,468.353
2389	D2c5	false	Sample12	Hs00166821_m1	UNKNOWN	FAM	NFQ-MGB	23.811	23.575	0.334	1.408	0.981	N	N	N	4,834.529
2390	D2c6	false	Sample12	Hs04195026_sH	UNKNOWN	FAM	NFQ-MGB	21.108	21.089	0.027	1.528	0.978	N	N	N	4,947.912
2391	D2c7	false	Sample12	Hs00426361_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	31.140		0.000	0.000	Y	N	Y	5,531.765
2392	D2c8	false	Sample12	Hs00426380_m1	UNKNOWN	FAM	NFQ-MGB	28.059	27.877	0.258	1.586	0.979	N	N	N	5,117.941
2393	D2d1	false	Sample12	Hs04183452_g1	UNKNOWN	FAM	NFQ-MGB	23.125	23.199	0.105	1.497	0.951	N	N	N	4,568.294
2394	D2d2	false	Sample12	Hs00157048_m1	UNKNOWN	FAM	NFQ-MGB	23.817	23.820	0.004	1.484	0.966	N	N	N	4,665.206
2395	D2d3	false	Sample12	Hs00747232_mH	UNKNOWN	FAM	NFQ-MGB	22.799	22.726	0.104	1.586	0.975	N	N	N	4,885.088
2396	D2d4	false	Sample12	Hs02560787_s1	UNKNOWN	FAM	NFQ-MGB	22.036	22.114	0.110	1.571	0.984	N	N	N	4,685.912
2397	D2d5	false	Sample12	Hs00195591_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	32.732		0.401	0.000	Y	N	Y	4,937.147
2398	D2d6	false	Sample12	Hs00950344_m1	UNKNOWN	FAM	NFQ-MGB	30.790	29.663	1.594	1.613	0.967	N	Y	N	4,743.853
2399	D2d7	false	Sample12	Hs00609799_m1	UNKNOWN	FAM	NFQ-MGB	23.430	23.389	0.058	1.621	0.978	N	N	N	5,167.824
2400	D2d8	false	Sample12	Hs01026189_g1	UNKNOWN	FAM	NFQ-MGB	25.763	25.879	0.164	1.569	0.982	N	N	N	5,034.941
2401	D2e1	false	Sample12	Hs04188837_g1	UNKNOWN	FAM	NFQ-MGB	22.990	22.877	0.160	1.528	0.976	N	N	N	4,832.706
2402	D2e2	false	Sample12	Hs00248075_m1	UNKNOWN	FAM	NFQ-MGB	29.363	28.427	1.324	1.563	0.969	N	Y	N	5,087.853
2403	D2e3	false	Sample12	Hs00358796_g1	UNKNOWN	FAM	NFQ-MGB	25.681	25.788	0.151	1.483	0.960	N	N	N	5,278.471
2404	D2e4	false	Sample12	Hs00173927_m1	UNKNOWN	FAM	NFQ-MGB	27.546	27.451	0.134	1.589	0.983	N	N	N	5,142.441
2405	D2e5	false	Sample12	Hs00171132_m1	UNKNOWN	FAM	NFQ-MGB	23.005	22.991	0.020	1.535	0.976	N	N	N	4,952.618
2406	D2e6	false	Sample12	Hs00231069_m1	UNKNOWN	FAM	NFQ-MGB	26.477	26.886	0.578	1.613	0.978	N	Y	N	4,917.088
2407	D2e7	false	Sample12	Hs00232783_m1	UNKNOWN	FAM	NFQ-MGB	31.377	30.512	1.224	1.547	0.970	N	Y	N	5,301.265
2408	D2e8	false	Sample12	Hs00207691_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,382.794
2409	D2f1	false	Sample12	Hs00985639_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,915.500
2410	D2f2	false	Sample12	Hs00174092_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,196.412
2411	D2f3	false	Sample12	Hs00895608_m1	UNKNOWN	FAM	NFQ-MGB	26.300	26.909	0.861	1.507	0.975	N	Y	N	5,154.118
2412	D2f4	false	Sample12	Hs01911452_s1	UNKNOWN	FAM	NFQ-MGB	24.792	24.979	0.264	1.580	0.966	N	N	N	5,022.294
2413	D2f5	false	Sample12	Hs01921425_s1	UNKNOWN	FAM	NFQ-MGB	21.900	22.047	0.209	1.591	0.968	N	N	N	4,906.647
2414	D2f6	false	Sample12	Hs00942643_m1	UNKNOWN	FAM	NFQ-MGB	30.911	30.911		1.578	0.978	N	N	N	4,916.382
2415	D2f7	false	Sample12	Hs04194779_g1	UNKNOWN	FAM	NFQ-MGB	21.156	21.192	0.051	1.559	0.973	N	N	N	5,540.265
2416	D2f8	false	Sample12	Hs00952741_m1	UNKNOWN	FAM	NFQ-MGB	29.199	28.879	0.452	1.489	0.968	N	N	N	5,404.059
2417	D2g1	false	Sample12					Undetermined					N	N	N	
2418	D2g2	false	Sample12					Undetermined					N	N	N	
2419	D2g3	false	Sample12	Hs00932747_m1	UNKNOWN	FAM	NFQ-MGB	21.771	21.776	0.008	1.599	0.946	N	N	N	5,192.206
2420	D2g4	false	Sample12	Hs01551078_m1	UNKNOWN	FAM	NFQ-MGB	30.975	30.471	0.713	1.635	0.976	N	Y	N	5,242.412
2421	D2g5	false	Sample12	Hs00152939_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,454.941
2422	D2g6	false	Sample12	Hs00152972_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.449	0.000	Y	N	Y	5,464.147
2423	D2g7	false	Sample12					Undetermined					N	N	N	
2424	D2g8	false	Sample12					Undetermined					N	N	N	
2425	D2h1	false	Sample12					Undetermined					N	N	N	
2426	D2h2	false	Sample12					Undetermined					N	N	N	
2427	D2h3	false	Sample12	Hs00355049_m1	UNKNOWN	FAM	NFQ-MGB	24.600	24.715	0.163	1.534	0.976	N	N	N	5,211.000
2428	D2h4	false	Sample12	Hs00182031_m1	UNKNOWN	FAM	NFQ-MGB	26.736	26.764	0.039	1.588	0.971	N	N	N	4,934.118
2429	D2h5	false	Sample12	Hs01547250_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,986.471
2430	D2h6	false	Sample12	Hs00609296_g1	UNKNOWN	FAM	NFQ-MGB	24.365	24.453	0.125	1.541	0.973	N	N	N	5,160.912
2431	D2h7	false	Sample12					Undetermined					N	N	N	
2432	D2h8	false	Sample12					Undetermined					N	N	N	
2433	D3a1	false	Sample12	Hs00608480_m1	UNKNOWN	FAM	NFQ-MGB	23.486	23.444	0.059	1.457	0.954	N	N	N	4,443.706
2434	D3a2	false	Sample12	Hs00973654_m1	UNKNOWN	FAM	NFQ-MGB	22.753	22.781	0.040	1.552	0.971	N	N	N	4,353.294
2435	D3a3	false	Sample12	Hs00427552_m1	UNKNOWN	FAM	NFQ-MGB	21.523	21.624	0.143	1.389	0.953	N	N	N	4,386.088
2436	D3a4	false	Sample12	Hs00198409_m1	UNKNOWN	FAM	NFQ-MGB	21.311	21.366	0.078	1.427	0.950	N	N	N	4,544.941
2437	D3a5	false	Sample12	Hs00202073_m1	UNKNOWN	FAM	NFQ-MGB	22.226	22.363	0.194	1.513	0.971	N	N	N	4,375.000
2438	D3a6	false	Sample12	Hs00157976_m1	UNKNOWN	FAM	NFQ-MGB	18.541	18.634	0.132	1.489	0.971	N	N	N	4,106.206
2439	D3a7	false	Sample12	Hs00154808_m1	UNKNOWN	FAM	NFQ-MGB	24.683	24.683	0.000	1.521	0.972	N	N	N	5,317.824
2440	D3a8	false	Sample12	Hs00378551_m1	UNKNOWN	FAM	NFQ-MGB	22.745	22.776	0.044	1.503	0.964	N	N	N	4,890.559
2441	D3b1	false	Sample12	Hs00985427_m1	UNKNOWN	FAM	NFQ-MGB	21.130	21.211	0.115	1.492	0.981	N	N	N	4,371.382
2442	D3b2	false	Sample12	Hs00173490_m1	UNKNOWN	FAM	NFQ-MGB	28.525	28.525		1.557	0.977	N	N	N	4,560.412
2443	D3b3	false	Sample12	Hs00198527_m1	UNKNOWN	FAM	NFQ-MGB	24.398	24.237	0.227	1.512	0.977	N	N	N	4,557.647
2444	D3b4	false	Sample12	Hs00542792_m1	UNKNOWN	FAM	NFQ-MGB	29.501	29.394	0.151	1.476	0.963	N	N	N	4,243.324
2445	D3b5	false	Sample12	Hs01566156_m1	UNKNOWN	FAM	NFQ-MGB	22.422	22.401	0.030	1.547	0.984	N	N	N	4,409.588
2446	D3b6	false	Sample12	Hs00173526_m1	UNKNOWN	FAM	NFQ-MGB	23.716	23.736	0.029	1.552	0.969	N	N	N	4,566.500
2447	D3b7	false	Sample12	Hs02621496_s1	UNKNOWN	FAM	NFQ-MGB	19.583	19.564	0.026	1.513	0.983	N	N	N	4,588.000
2448	D3b8	false	Sample12	Hs00416923_m1	UNKNOWN	FAM	NFQ-MGB	27.012	27.709	0.985	1.587	0.976	N	Y	N	4,781.029
2449	D3c1	false	Sample12	Hs00992319_m1	UNKNOWN	FAM	NFQ-MGB	23.266	23.311	0.065	1.473	0.974	N	N	N	4,592.529
2450	D3c2	false	Sample12	Hs02383413_s1	UNKNOWN	FAM	NFQ-MGB	22.072	22.165	0.132	1.578	0.985	N	N	N	4,513.912
2451	D3c3	false	Sample12	Hs00212963_m1	UNKNOWN	FAM	NFQ-MGB	23.940	23.843	0.137	1.519	0.974	N	N	N	4,801.500
2452	D3c4	false	Sample12	Hs00275607_m1	UNKNOWN	FAM	NFQ-MGB	19.589	19.673	0.119	1.563	0.967	N	N	N	4,572.412
2453	D3c5	false	Sample12	Hs00156197_m1	UNKNOWN	FAM	NFQ-MGB	21.478	21.468	0.014	1.571	0.974	N	N	N	4,620.971
2454	D3c6	false	Sample12	Hs00219089_m1	UNKNOWN	FAM	NFQ-MGB	22.784	22.888	0.148	1.536	0.980	N	N	N	4,841.912
2455	D3c7	false	Sample12	Hs00426592_m1	UNKNOWN	FAM	NFQ-MGB	21.566	21.402	0.233	1.482	0.964	N	N	N	5,172.147
2456	D3c8	false	Sample12	Hs00608677_m1	UNKNOWN	FAM	NFQ-MGB	25.523	25.922	0.564	1.641	0.989	N	Y	N	4,935.235
2457	D3d1	false	Sample12	Hs01573837_g1	UNKNOWN	FAM	NFQ-MGB	27.080	26.903	0.251	1.546	0.975	N	N	N	4,652.941
2458	D3d2	false	Sample12	Hs00152928_m1	UNKNOWN	FAM	NFQ-MGB	24.416	24.475	0.082	1.538	0.978	N	N	N	4,701.324
2459	D3d3	false	Sample12	Hs00914120_m1	UNKNOWN	FAM	NFQ-MGB	26.725	26.801	0.107	1.534	0.963	N	N	N	4,716.794
2460	D3d4	false	Sample12	Hs00171584_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,527.735
2461	D3d5	false	Sample12	Hs00946916_m1	UNKNOWN	FAM	NFQ-MGB	20.804	20.711	0.132	1.586	0.955	N	N	N	4,574.529
2462	D3d6	false	Sample12	Hs01067777_m1	UNKNOWN	FAM	NFQ-MGB	17.542	17.566	0.034	1.548	0.957	N	N	N	4,710.088
2463	D3d7	false	Sample12	Hs00983323_m1	UNKNOWN	FAM	NFQ-MGB	19.751	19.765	0.018	1.593	0.984	N	N	N	4,714.882
2464	D3d8	false	Sample12	Hs00185873_m1	UNKNOWN	FAM	NFQ-MGB	24.473	24.152	0.454	1.565	0.987	N	N	N	4,889.647
2465	D3e1	false	Sample12	Hs00909569_g1	UNKNOWN	FAM	NFQ-MGB	21.778	21.802	0.033	1.526	0.979	N	N	N	4,847.206
2466	D3e2	false	Sample12	Hs00606086_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.723	0.000	Y	N	Y	4,864.412
2467	D3e3	false	Sample12	Hs00179843_m1	UNKNOWN	FAM	NFQ-MGB	28.947	29.290	0.484	1.452	0.971	N	N	N	4,886.618
2468	D3e4	false	Sample12	Hs01110766_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,767.206
2469	D3e5	false	Sample12	Hs01119974_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,625.794
2470	D3e6	false	Sample12	Hs01090242_m1	UNKNOWN	FAM	NFQ-MGB	26.593	26.807	0.303	1.537	0.975	N	N	N	4,936.265
2471	D3e7	false	Sample12	Hs00174717_m1	UNKNOWN	FAM	NFQ-MGB	22.017	22.331	0.444	1.556	0.969	N	N	N	4,879.941
2472	D3e8	false	Sample12	Hs00272345_m1	UNKNOWN	FAM	NFQ-MGB	21.610	21.658	0.069	1.503	0.980	N	N	N	4,866.265
2473	D3f1	false	Sample12	Hs00902543_g1	UNKNOWN	FAM	NFQ-MGB	27.109	26.965	0.204	1.588	0.979	N	N	N	4,713.618
2474	D3f2	false	Sample12	Hs01035168_m1	UNKNOWN	FAM	NFQ-MGB	24.748	24.769	0.029	1.574	0.980	N	N	N	4,914.147
2475	D3f3	false	Sample12	Hs00175407_m1	UNKNOWN	FAM	NFQ-MGB	23.750	23.827	0.109	1.642	0.985	N	N	N	4,899.853
2476	D3f4	false	Sample12	Hs04187831_g1	UNKNOWN	FAM	NFQ-MGB	30.238	29.008	1.740	1.601	0.974	N	Y	N	5,010.471
2477	D3f5	false	Sample12	Hs00354985_m1	UNKNOWN	FAM	NFQ-MGB	27.337	27.460	0.174	1.604	0.977	N	N	N	4,809.088
2478	D3f6	false	Sample12	Hs01062014_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	30.228		0.000	0.000	Y	N	Y	4,898.529
2479	D3f7	false	Sample12	Hs01050702_m1	UNKNOWN	FAM	NFQ-MGB	28.791	28.536	0.360	1.648	0.976	N	N	N	4,765.618
2480	D3f8	false	Sample12	Hs01063858_m1	UNKNOWN	FAM	NFQ-MGB	28.435	29.729	1.831	1.590	0.960	N	Y	N	5,052.529
2481	D3g1	false	Sample12					Undetermined					N	N	N	
2482	D3g2	false	Sample12					Undetermined					N	N	N	
2483	D3g3	false	Sample12	Hs01086177_m1	UNKNOWN	FAM	NFQ-MGB	28.265	28.243	0.030	1.571	0.972	N	N	N	4,932.824
2484	D3g4	false	Sample12	Hs04234730_m1	UNKNOWN	FAM	NFQ-MGB	29.093	29.093		1.632	0.981	N	N	N	5,245.000
2485	D3g5	false	Sample12	Hs00183740_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,990.000
2486	D3g6	false	Sample12	Hs01070032_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	30.658		0.473	0.000	Y	N	Y	4,982.794
2487	D3g7	false	Sample12					Undetermined					N	N	N	
2488	D3g8	false	Sample12					Undetermined					N	N	N	
2489	D3h1	false	Sample12					Undetermined					N	N	N	
2490	D3h2	false	Sample12					Undetermined					N	N	N	
2491	D3h3	false	Sample12	Hs02800695_m1	UNKNOWN	FAM	NFQ-MGB	27.242	27.282	0.056	1.602	0.958	N	N	N	4,986.382
2492	D3h4	false	Sample12	Hs00426889_m1	UNKNOWN	FAM	NFQ-MGB	21.128	21.169	0.058	1.591	0.969	N	N	N	5,401.471
2493	D3h5	false	Sample12	Hs02758991_g1	UNKNOWN	FAM	NFQ-MGB	18.083	18.190	0.151	1.536	0.969	N	N	N	4,768.324
2494	D3h6	false	Sample12	Hs00194538_m1	UNKNOWN	FAM	NFQ-MGB	25.802	26.190	0.549	1.408	0.943	N	Y	N	5,012.618
2495	D3h7	false	Sample12					Undetermined					N	N	N	
2496	D3h8	false	Sample12					Undetermined					N	N	N	
2497	D4a1	false	Sample13	Hs00559368_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,631.559
2498	D4a2	false	Sample13	Hs02576168_g1	UNKNOWN	FAM	NFQ-MGB	27.752	27.964	0.300	1.530	0.967	N	N	N	4,623.676
2499	D4a3	false	Sample13	Hs01059246_m1	UNKNOWN	FAM	NFQ-MGB	31.000	30.884	0.163	1.549	0.975	N	N	N	4,665.000
2500	D4a4	false	Sample13	Hs00199368_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	31.485		0.000	0.000	Y	N	Y	4,612.412
2501	D4a5	false	Sample13	Hs00187779_m1	UNKNOWN	FAM	NFQ-MGB	29.513	29.438	0.107	1.549	0.960	N	N	N	4,557.029
2502	D4a6	false	Sample13	Hs02383390_s1	UNKNOWN	FAM	NFQ-MGB	24.568	24.415	0.216	1.244	0.940	N	N	N	4,648.471
2503	D4a7	false	Sample13	Hs00366258_m1	UNKNOWN	FAM	NFQ-MGB	26.669	26.905	0.333	1.661	0.968	N	N	N	5,696.059
2504	D4a8	false	Sample13	Hs00957901_g1	UNKNOWN	FAM	NFQ-MGB	26.667	26.678	0.016	1.649	0.983	N	N	N	5,391.118
2505	D4b1	false	Sample13	Hs00227775_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.588	0.000	Y	N	Y	4,725.882
2506	D4b2	false	Sample13	Hs00161820_m1	UNKNOWN	FAM	NFQ-MGB	24.757	24.742	0.021	1.488	0.974	N	N	N	4,788.176
2507	D4b3	false	Sample13	Hs01040204_m1	UNKNOWN	FAM	NFQ-MGB	31.163	31.163		1.512	0.967	N	N	N	4,542.235
2508	D4b4	false	Sample13	Hs00901571_m1	UNKNOWN	FAM	NFQ-MGB	28.721	29.569	1.199	1.558	0.977	N	Y	N	4,529.059
2509	D4b5	false	Sample13	Hs00988304_m1	UNKNOWN	FAM	NFQ-MGB	18.354	18.365	0.016	1.596	0.979	N	N	N	4,498.647
2510	D4b6	false	Sample13	Hs00240827_m1	UNKNOWN	FAM	NFQ-MGB	25.850	25.872	0.032	1.571	0.975	N	N	N	4,868.059
2511	D4b7	false	Sample13	Hs01587865_g1	UNKNOWN	FAM	NFQ-MGB	26.036	26.146	0.156	1.530	0.974	N	N	N	4,850.794
2512	D4b8	false	Sample13	Hs00201836_m1	UNKNOWN	FAM	NFQ-MGB	27.652	27.841	0.267	1.603	0.982	N	N	N	4,877.853
2513	D4c1	false	Sample13	Hs00174944_m1	UNKNOWN	FAM	NFQ-MGB	24.479	24.520	0.058	1.553	0.972	N	N	N	4,553.471
2514	D4c2	false	Sample13	Hs00559542_m1	UNKNOWN	FAM	NFQ-MGB	28.342	28.000	0.484	1.466	0.974	N	N	N	4,942.882
2515	D4c3	false	Sample13	Hs00213002_m1	UNKNOWN	FAM	NFQ-MGB	24.654	24.737	0.117	1.495	0.980	N	N	N	4,997.824
2516	D4c4	false	Sample13	Hs00743423_s1	UNKNOWN	FAM	NFQ-MGB	27.707	28.779	1.515	1.664	0.967	N	Y	N	4,841.088
2517	D4c5	false	Sample13	Hs01056398_m1	UNKNOWN	FAM	NFQ-MGB	26.748	27.152	0.571	1.537	0.972	N	Y	N	4,824.559
2518	D4c6	false	Sample13	Hs00430452_m1	UNKNOWN	FAM	NFQ-MGB	29.847	29.311	0.757	1.577	0.981	N	Y	N	4,949.294
2519	D4c7	false	Sample13	Hs00705164_s1	UNKNOWN	FAM	NFQ-MGB	22.674	22.504	0.240	1.637	0.985	N	N	N	5,420.735
2520	D4c8	false	Sample13	Hs01120670_m1	UNKNOWN	FAM	NFQ-MGB	30.291	30.128	0.230	1.545	0.970	N	N	N	5,167.088
2521	D4d1	false	Sample13	Hs02330328_s1	UNKNOWN	FAM	NFQ-MGB	19.060	19.048	0.017	1.611	0.974	N	N	N	4,998.265
2522	D4d2	false	Sample13	Hs00261432_m1	UNKNOWN	FAM	NFQ-MGB	23.656	23.718	0.087	1.518	0.968	N	N	N	5,111.735
2523	D4d3	false	Sample13	Hs00275575_m1	UNKNOWN	FAM	NFQ-MGB	20.391	20.337	0.077	1.565	0.967	N	N	N	4,879.588
2524	D4d4	false	Sample13	Hs01560445_m1	UNKNOWN	FAM	NFQ-MGB	23.427	23.474	0.067	1.600	0.979	N	N	N	5,003.441
2525	D4d5	false	Sample13	Hs00356233_m1	UNKNOWN	FAM	NFQ-MGB	22.166	22.191	0.036	1.585	0.979	N	N	N	4,989.765
2526	D4d6	false	Sample13	Hs01031951_m1	UNKNOWN	FAM	NFQ-MGB	19.860	19.877	0.024	1.571	0.982	N	N	N	4,963.088
2527	D4d7	false	Sample13	Hs00275889_m1	UNKNOWN	FAM	NFQ-MGB	23.997	24.110	0.160	1.626	0.983	N	N	N	5,264.088
2528	D4d8	false	Sample13	Hs01014809_g1	UNKNOWN	FAM	NFQ-MGB	21.820	21.814	0.008	1.589	0.985	N	N	N	5,219.647
2529	D4e1	false	Sample13	Hs00165106_m1	UNKNOWN	FAM	NFQ-MGB	22.376	22.319	0.081	1.596	0.978	N	N	N	5,288.294
2530	D4e2	false	Sample13	Hs00169233_m1	UNKNOWN	FAM	NFQ-MGB	21.267	21.343	0.107	1.692	0.970	N	N	N	4,723.706
2531	D4e3	false	Sample13	Hs01020387_m1	UNKNOWN	FAM	NFQ-MGB	22.808	22.864	0.080	1.620	0.984	N	N	N	5,216.147
2532	D4e4	false	Sample13	Hs00608023_m1	UNKNOWN	FAM	NFQ-MGB	30.699	30.699		1.624	0.981	N	N	N	5,314.765
2533	D4e5	false	Sample13	Hs04183483_g1	UNKNOWN	FAM	NFQ-MGB	30.965	30.202	1.079	1.576	0.974	N	Y	N	5,194.206
2534	D4e6	false	Sample13	Hs00367082_g1	UNKNOWN	FAM	NFQ-MGB	25.425	25.512	0.123	1.485	0.978	N	N	N	4,970.000
2535	D4e7	false	Sample13	Hs00242302_m1	UNKNOWN	FAM	NFQ-MGB	23.301	23.268	0.047	1.436	0.951	N	N	N	5,335.765
2536	D4e8	false	Sample13	Hs00169255_m1	UNKNOWN	FAM	NFQ-MGB	20.623	20.691	0.097	1.638	0.974	N	N	N	5,421.441
2537	D4f1	false	Sample13	Hs01054797_g1	UNKNOWN	FAM	NFQ-MGB	27.854	28.262	0.576	1.575	0.972	N	Y	N	5,334.265
2538	D4f2	false	Sample13	Hs00222966_m1	UNKNOWN	FAM	NFQ-MGB	23.411	23.468	0.080	1.697	0.976	N	N	N	5,378.382
2539	D4f3	false	Sample13	Hs00355671_g1	UNKNOWN	FAM	NFQ-MGB	20.789	20.782	0.009	1.585	0.978	N	N	N	5,061.118
2540	D4f4	false	Sample13	Hs01113624_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined	30.536		0.768	0.000	Y	N	Y	5,226.912
2541	D4f5	false	Sample13	Hs00417120_m1	UNKNOWN	FAM	NFQ-MGB	25.700	25.442	0.365	1.650	0.978	N	N	N	5,080.441
2542	D4f6	false	Sample13	Hs00271599_m1	UNKNOWN	FAM	NFQ-MGB	21.592	21.596	0.006	1.621	0.981	N	N	N	5,354.735
2543	D4f7	false	Sample13	Hs00171147_m1	UNKNOWN	FAM	NFQ-MGB	31.067	30.991	0.107	1.636	0.979	N	N	N	5,508.500
2544	D4f8	false	Sample13	Hs04194512_g1	UNKNOWN	FAM	NFQ-MGB	24.352	24.351	0.002	1.661	0.949	N	N	N	5,080.206
2545	D4g1	false	Sample13					Undetermined					N	N	N	
2546	D4g2	false	Sample13					Undetermined					N	N	N	
